date,regime_0_prob,regime_1_prob,regime_2_prob,regime_id,regime_label
2013-06-05,0.8170609605923359,4.943451272628919e-05,0.18288960489493655,0,Mean-Reverting / Stagnant
2013-06-06,0.17889996965987662,3.2012875231586617e-10,0.8211000300199949,2,High-Vol Bear
2013-06-07,0.03224504464609803,0.8882583482515386,0.07949660710236198,1,High-Vol Bull
2013-06-10,0.0015279612596603056,0.1605010303313351,0.8379710084090031,2,High-Vol Bear
2013-06-11,0.022868828331897174,0.9706496085616668,0.006481563106436305,1,High-Vol Bull
2013-06-12,0.006685944334219103,0.964180230818096,0.029133824847684113,1,High-Vol Bull
2013-06-13,0.040512459900968016,0.6300246115534508,0.329462928545581,1,High-Vol Bull
2013-06-14,0.006574788255018998,0.9860914376726752,0.007333774072306458,1,High-Vol Bull
2013-06-17,0.001967112170885031,0.9974655438019827,0.0005673440271319392,1,High-Vol Bull
2013-06-18,0.009751374132896149,0.9879986391560552,0.0022499867110494128,1,High-Vol Bull
2013-06-19,0.009898951834716974,0.9877480855613953,0.0023529626038881787,1,High-Vol Bull
2013-06-20,2.7547857250595397e-14,2.157036070895062e-19,0.9999999999999716,2,High-Vol Bear
